Year,Month,Day,Hour,TH1,TH2
2013,1,21,5,0,0.63456
2013,1,21,6,0,0.69693
2013,1,21,7,0,0.71185
2013,1,21,8,0,0.697635
2013,1,21,9,0,0.651775
2013,1,21,10,0,0.60808
2013,1,21,11,0,0.58117
2013,1,21,12,0,0.538845
2013,1,21,13,0,0.454052
2013,1,21,14,0,0.392331
2013,1,21,15,0,0.3631405
2013,1,21,16,0,0.4247105
2013,1,21,17,0,0.3802805
2013,1,21,18,0,0.383099
2013,1,21,19,0,0.358124
2013,1,21,20,0,0.343843
2013,1,21,21,0,0.3849715
2013,1,21,22,0,0.445477
2013,1,21,23,0,0.3907925
2013,1,22,0,0,0.37701
2013,1,22,1,0,0.4172545
2013,1,22,2,0,0.396691
2013,1,22,3,0,0.374119
2013,1,22,4,0,0.514065
2013,1,22,5,0,0.612015
2013,1,22,6,0,0.668945
2013,1,22,7,0,0.70823
2013,1,22,8,0,0.715785
2013,1,22,9,0,0.70782
2013,1,22,10,0,0.661875
2013,1,22,11,0,0.63901
2013,1,22,12,0,0.53783
2013,1,22,13,0,0.4136835
2013,1,22,14,0,0.3747935
2013,1,22,15,0,0.386073
2013,1,22,16,0,0.3667655
2013,1,22,17,0,0.356776
2013,1,22,18,0,0.3661435
2013,1,22,19,0,0.3602565
2013,1,22,20,0,0.356495
2013,1,22,21,0,0.3672175
2013,1,22,22,0,0.4868315
2013,1,22,23,0,0.4208945
2013,1,23,0,0,0.398609
2013,1,23,1,0,0.3869715
2013,1,23,2,0,0.403575
2013,1,23,3,0,0.391807
2013,1,23,4,0,0.428039
2013,1,23,5,0,0.592945
2013,1,23,6,0,0.690035
2013,1,23,7,0,0.745545
2013,1,23,8,0,0.7408
2013,1,23,9,0,0.71464
2013,1,23,10,0,0.655515
2013,1,23,11,0,0.59162
2013,1,23,12,0,0.455694
2013,1,23,13,0,0.4196455
2013,1,23,14,0,0.4075635
2013,1,23,15,0,0.4119785
2013,1,23,16,0,0.397653
2013,1,23,17,0,0.391729
2013,1,23,18,0,0.4158755
2013,1,23,19,0,0.398044
2013,1,23,20,0,0.346982
2013,1,23,21,0,0.373714
2013,1,23,22,0,0.443531
2013,1,23,23,0,0.4222615
2013,1,24,0,0,0.3917145
2013,1,24,1,0,0.394302
2013,1,24,2,0,0.398016
2013,1,24,3,0,0.380943
2013,1,24,4,0,0.552635
2013,1,24,5,0,0.690605
2013,1,24,6,0,0.767045
2013,1,24,7,0,0.784515
2013,1,24,8,0,0.79085
2013,1,24,9,0,0.77394
2013,1,24,10,0,0.730425
2013,1,24,11,0,0.670165
2013,1,24,12,0,0.592645
2013,1,24,13,0,0.505375
2013,1,24,14,0,0.421904
2013,1,24,15,0,0.4008475
2013,1,24,16,0,0.3842935
2013,1,24,17,0,0.3820865
2013,1,24,18,0,0.376385
2013,1,24,19,0,0.3860565
2013,1,24,20,0,0.378014
2013,1,24,21,0,0.3700355
2013,1,24,22,0,0.526565
2013,1,24,23,0,0.4535795
2013,1,25,0,0,0.409535
2013,1,25,1,0,0.3822155
